location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
terzan8,24.8,7.6810249,0.65592688,19.182034,14.492469,9.776568452388478e-15
terzan8,24.8,7.6810249,0.65592688,19.182034,14.492469,9.776568452388478e-15
terzan8,24.8,7.6810249,0.65592688,19.182034,14.492469,9.776568452388478e-15
terzan8,24.8,7.6810249,0.65592688,19.182034,14.492469,9.776568452388478e-15
ngc6539,7.5,26.672583,0.5753872,12.369486,13.37664,9.719839368070018e-15
terzan3,25.2,7.6810249,0.65592688,19.182034,14.492469,9.62138482616009e-15
terzan3,25.2,7.6810249,0.65592688,19.182034,14.492469,9.62138482616009e-15
terzan3,25.2,7.6810249,0.65592688,19.182034,14.492469,9.62138482616009e-15
terzan3,25.2,7.6810249,0.65592688,19.182034,14.492469,9.62138482616009e-15
IC1276,8.9,35.642559,0.88955146,13.581854,18.170726,9.280989420893686e-15
IC1276,8.9,35.642559,0.88955146,13.581854,18.170726,9.280989420893686e-15
Djor1,8.8,6.5539721,0.20876453,13.792574,13.549941,9.278673655195452e-15
ngc6362,7.2,13.589133,0.84409084,16.821722,14.30246,9.132943254319277e-15
ngc5466,16.3,14.848926,0.73858534,19.117827,15.814237,9.022653426204416e-15
ngc5897,12.4,22.063023,0.34419654,19.602054,16.80508,8.934366408640063e-15
ngc3201,4.9,21.260477,0.87623717,13.273224,15.66332,8.923635500543558e-15
ngc6715,25.4,17.550593,0.23991894,17.610339,17.486323,8.91967459627533e-15
ngc6254,4.1,15.790211,0.84470223,14.377293,14.260061,8.888087590802484e-15
ngc4590,9.9,11.560489,0.63045195,13.786807,13.395964,8.806926218982119e-15
ngc5634,24.6,17.222947,0.61614656,13.798636,15.347376,8.464265172072199e-15
ngc5634,24.6,17.222947,0.61614656,13.798636,15.347376,8.464265172072199e-15
ngc3201,4.9,42.723662,0.68142282,12.826509,16.875907,8.443638277970713e-15
ngc6144,9.8,35.642559,0.88955146,13.581854,18.170726,8.428653657750389e-15
ngc6144,9.8,35.642559,0.88955146,13.581854,18.170726,8.428653657750389e-15
Arp2,29,7.6810249,0.65592688,19.182034,14.492469,8.360651642042561e-15
Arp2,29,7.6810249,0.65592688,19.182034,14.492469,8.360651642042561e-15
Arp2,29,7.6810249,0.65592688,19.182034,14.492469,8.360651642042561e-15
Arp2,29,7.6810249,0.65592688,19.182034,14.492469,8.360651642042561e-15
ngc288,8.1,13.589133,0.84409084,16.821722,14.30246,8.118171781617134e-15
Rup106,20.3,9.0823812,0.68687604,16.824255,14.812577,8.003202348002522e-15
Rup106,20.3,9.0823812,0.68687604,16.824255,14.812577,8.003202348002522e-15
ngc5053,16,18.310582,0.80572155,17.80578,18.525663,7.964041613253628e-15
ngc5897,12.4,18.625688,0.93933828,18.862832,18.325836,7.931717442150224e-15
pal_11,11.9,8.8898637,0.29390106,16.971353,14.804332,7.731416369438492e-15
pal_11,11.9,8.8898637,0.29390106,16.971353,14.804332,7.731416369438492e-15
ngc6715,25.4,9.448033,0.8300791,19.055384,15.826993,7.57814614848364e-15
ngc6715,25.4,9.448033,0.8300791,19.055384,15.826993,7.57814614848364e-15
ngc6266,6.6,20.228311,0.92466447,16.426805,14.862421,7.498590445262034e-15
ngc5466,16.3,16.80695,0.7447135,17.659666,18.339739,7.470578590593378e-15
ngc5466,16.3,16.80695,0.7447135,17.659666,18.339739,7.470578590593378e-15
Rup106,20.3,8.9208903,0.5970445,17.424906,13.466963,7.25237586521962e-15
ngc6362,7.2,22.100655,0.884432,16.567726,16.951526,7.208253426645625e-15
ngc6229,28.3,7.1352759,0.69962834,14.741909,14.067923,7.162160481856343e-15
ngc6229,28.3,7.1352759,0.69962834,14.741909,14.067923,7.162160481856343e-15
ngc6981,16.2,10.078875,0.89065088,16.376294,13.243276,7.154217099093119e-15
ngc6981,16.2,10.078875,0.89065088,16.376294,13.243276,7.154217099093119e-15
ngc6981,16.2,10.078875,0.89065088,16.376294,13.243276,7.154217099093119e-15
ngc6981,16.2,10.078875,0.89065088,16.376294,13.243276,7.154217099093119e-15
ngc6553,4.1,8.628352,0.66818067,7.5916996,7.6238391,7.125094218331797e-15
ngc6553,4.1,8.628352,0.66818067,7.5916996,7.6238391,7.125094218331797e-15
ngc6553,4.1,8.628352,0.66818067,7.5916996,7.6238391,7.125094218331797e-15
ngc6218,5.4,15.790211,0.84470223,14.377293,14.260061,6.748362800424109e-15
ngc6218,5.4,15.790211,0.84470223,14.377293,14.260061,6.748362800424109e-15
ngc1261,15.2,35.23467,0.74461126,14.227582,14.165471,6.6777321190944896e-15
ngc1261,15.2,35.23467,0.74461126,14.227582,14.165471,6.6777321190944896e-15
ngc1261,15.2,35.23467,0.74461126,14.227582,14.165471,6.6777321190944896e-15
pal_10,10.6,11.740092,0.75208213,18.734932,17.525708,6.555661918887194e-15
pal_10,10.6,11.740092,0.75208213,18.734932,17.525708,6.555661918887194e-15
ngc288,8.1,22.100655,0.884432,16.567726,16.951526,6.407336379240555e-15
ngc288,8.1,22.100655,0.884432,16.567726,16.951526,6.407336379240555e-15
ngc3201,4.9,90.851923,0.86164932,14.744755,15.133637,6.400435366502461e-15
ngc5053,16,19.281934,0.24026301,16.855405,16.675542,6.137142524172942e-15
ngc4590,9.9,21.211509,0.92103783,17.769213,18.018511,6.042253904188667e-15
ngc6584,12.5,12.298454,0.63927633,12.826509,14.651297,5.9819678602945e-15
ngc1261,15.2,10.410046,0.55078936,12.343538,16.212299,5.894532914539339e-15
ngc1261,15.2,10.410046,0.55078936,12.343538,16.212299,5.894532914539339e-15
ngc5634,24.6,10.486837,0.59407421,13.481199,14.780385,5.8221511058790434e-15
ngc5634,24.6,10.486837,0.59407421,13.481199,14.780385,5.8221511058790434e-15
ngc7006,39.5,8.0583757,0.7315621,16.254115,16.835149,5.732919323402331e-15
pal_15,42.5,7.6810249,0.65592688,19.182034,14.492469,5.7049152380996314e-15
pal_15,42.5,7.6810249,0.65592688,19.182034,14.492469,5.7049152380996314e-15
Djor1,8.8,3.6421854,0.81601716,13.787359,16.528429,1.3574765271761808e-13
pal_11,11.9,13.589133,0.84409084,16.821722,14.30246,5.525814405974688e-15
pal_11,11.9,13.589133,0.84409084,16.821722,14.30246,5.525814405974688e-15
pal_11,11.9,13.589133,0.84409084,16.821722,14.30246,5.525814405974688e-15
IC4499,17.6,11.735161,0.63944893,13.480897,16.363068,5.519165318858197e-15
ngc5053,16,12.37168,0.70725608,19.040015,19.242715,5.492850298084417e-15
ngc5053,16,12.37168,0.70725608,19.040015,19.242715,5.492850298084417e-15
ngc5053,16,12.37168,0.70725608,19.040015,19.242715,5.492850298084417e-15
ngc6388,10.9,93.323094,0.92353314,14.11432,16.151252,5.428086957085367e-15
ngc6356,13.8,18.132274,0.81037042,9.3226751,22.134034,5.418158501194064e-15
ngc6584,12.5,17.954366,0.94506228,16.157334,13.656513,5.349068808761398e-15
ngc6273,8.3,12.456192,0.79733704,16.37523,12.00842,5.344079651382223e-15
ngc6760,6.9,15.790211,0.84470223,14.377293,14.260061,5.281327409027563e-15
ngc6760,6.9,15.790211,0.84470223,14.377293,14.260061,5.281327409027563e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc6101,14.7,17.24239,0.94113643,14.477047,16.579118,5.171407301240257e-15
ngc5466,16.3,23.048556,0.96202998,18.112412,17.548288,4.939365742711234e-15
IC1276,8.9,20.984777,0.14066769,20.369518,18.060112,4.8711967270827124e-15
IC1276,8.9,20.984777,0.14066769,20.369518,18.060112,4.8711967270827124e-15
pal_6,6.2,8.628352,0.66818067,7.5916996,7.6238391,4.711755854058124e-15
pal_6,6.2,8.628352,0.66818067,7.5916996,7.6238391,4.711755854058124e-15
IC1276,8.9,11.803119,0.77102424,14.06782,14.159733,4.6763479072671475e-15
IC1276,8.9,11.803119,0.77102424,14.06782,14.159733,4.6763479072671475e-15
pal_10,10.6,11.443377,0.70143512,13.742579,13.490476,4.6404927472657656e-15
pal_10,10.6,11.443377,0.70143512,13.742579,13.490476,4.6404927472657656e-15
ngc6981,16.2,12.298454,0.63927633,12.826509,14.651297,4.615715941585262e-15
ngc6809,5.1,6.1020255,0.8795294,17.263123,18.044769,1.08424924678891e-13
ngc4833,5.7,5.9182414,0.88376815,15.621963,14.345676,1.0834958678292697e-13
ngc4833,5.7,5.9182414,0.88376815,15.621963,14.345676,1.0834958678292697e-13
ngc6144,9.8,20.984777,0.14066769,20.369518,18.060112,4.4238419256159325e-15
ngc6144,9.8,20.984777,0.14066769,20.369518,18.060112,4.4238419256159325e-15
ngc2419,90.4,8.9506123,0.84488526,23.035267,22.880151,4.3653578918030986e-15
pal_11,11.9,22.100655,0.884432,16.567726,16.951526,4.361296190911638e-15
pal_11,11.9,22.100655,0.884432,16.567726,16.951526,4.361296190911638e-15
ngc6144,9.8,11.803119,0.77102424,14.06782,14.159733,4.246887385171184e-15
ngc6144,9.8,11.803119,0.77102424,14.06782,14.159733,4.246887385171184e-15
ngc6441,9.2,154.89027,0.94914987,15.307283,14.2501,4.06594377681782e-15
Djor2,13.2,53.53148,0.93502733,13.768804,15.614826,4.053476403489486e-15
ngc6553,4.1,30.719651,0.93083804,7.4998622,8.0924576,3.775537436977423e-15
ngc6553,4.1,30.719651,0.93083804,7.4998622,8.0924576,3.775537436977423e-15
ngc6553,4.1,30.719651,0.93083804,7.4998622,8.0924576,3.775537436977423e-15
ngc6553,4.1,80.893817,0.90926972,7.5052419,7.6506646,3.754316908423566e-15
ngc7078,10,154.89027,0.94914987,15.307283,14.2501,3.740668274672394e-15
IC4499,17.6,9.077097,0.30630075,13.519645,13.733171,3.720672244384105e-15
IC4499,17.6,9.077097,0.30630075,13.519645,13.733171,3.720672244384105e-15
ngc6101,14.7,14.597519,0.77261547,18.769479,18.053933,3.57816796995857e-15
ngc6101,14.7,14.597519,0.77261547,18.769479,18.053933,3.57816796995857e-15
ngc6584,12.5,21.260477,0.87623717,13.273224,15.66332,3.4980651162130753e-15
ngc6584,12.5,42.723662,0.68142282,12.826509,16.875907,3.3099062049645195e-15
ngc6584,12.5,42.723662,0.68142282,12.826509,16.875907,3.3099062049645195e-15
ngc6584,12.5,42.723662,0.68142282,12.826509,16.875907,3.3099062049645195e-15
ngc7006,39.5,8.545362,0.61128086,14.254216,13.563054,3.265953090754764e-15
ngc4372,4.6,41.736441,0.54598767,16.559875,18.539593,3.2206821163230926e-15
ngc4372,4.6,41.736441,0.54598767,16.559875,18.539593,3.2206821163230926e-15
IC4499,17.6,9.2041145,0.18820433,16.436674,15.180451,3.209855723551729e-15
IC4499,17.6,9.2041145,0.18820433,16.436674,15.180451,3.209855723551729e-15
ngc6229,28.3,10.410046,0.55078936,12.343538,16.212299,3.165968208515829e-15
ngc5024,18.1,78.891077,0.9044662,14.652276,13.242612,3.1197067563019993e-15
ngc2419,90.4,10.23956,0.40212921,15.373783,42.025509,3.110561212202598e-15
ngc4372,4.6,274.83474,0.99132104,18.041205,15.68149,3.0749000754909708e-15
ngc4372,4.6,274.83474,0.99132104,18.041205,15.68149,3.0749000754909708e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc6101,14.7,40.803347,0.97229149,17.964136,17.741592,2.997870919721556e-15
ngc7006,39.5,10.154993,0.73796547,15.552683,13.396057,2.8216040744497597e-15
IC4499,17.6,23.832579,0.33093007,16.193387,19.041518,2.8118092697860104e-15
ngc5824,32.2,8.8791681,0.73594908,11.683044,11.900165,2.773996009996708e-15
ngc5824,32.2,8.8791681,0.73594908,11.683044,11.900165,2.773996009996708e-15
IC4499,17.6,12.996339,0.78523944,15.559492,15.775552,2.750819236105279e-15
IC4499,17.6,12.996339,0.78523944,15.559492,15.775552,2.750819236105279e-15
ngc6981,16.2,21.260477,0.87623717,13.273224,15.66332,2.699124318065644e-15
ngc7006,39.5,16.1464,0.95254776,16.444506,17.122285,3.2824284028837495e-15
ngc4590,9.9,5.9182414,0.88376815,15.621963,14.345676,6.23830954204731e-14
ngc6254,4.1,1.2845228,0.52970699,13.537561,11.911071,6.08804109986638e-14
ngc6934,14.4,15.790211,0.84470223,14.377293,14.260061,2.5306360501590406e-15
ngc6584,12.5,90.851923,0.86164932,14.744755,15.133637,2.508970663668964e-15
pal_6,6.2,30.719651,0.93083804,7.4998622,8.0924576,2.496726369614102e-15
pal_6,6.2,30.719651,0.93083804,7.4998622,8.0924576,2.496726369614102e-15
terzan8,24.8,13.641781,0.84759581,14.673643,14.492469,2.3393164485387048e-15
terzan8,24.8,13.641781,0.84759581,14.673643,14.492469,2.3393164485387048e-15
terzan8,24.8,13.641781,0.84759581,14.673643,14.492469,2.3393164485387048e-15
terzan3,25.2,13.641781,0.84759581,14.673643,14.492469,2.3021844414190427e-15
terzan3,25.2,13.641781,0.84759581,14.673643,14.492469,2.3021844414190427e-15
terzan3,25.2,13.641781,0.84759581,14.673643,14.492469,2.3021844414190427e-15
am1,115.9,8.3682408,0.83634623,18.734932,17.525708,2.2545793214246147e-15
am1,115.9,8.3682408,0.83634623,18.734932,17.525708,2.2545793214246147e-15
ngc6441,9.2,1.3999734,0.5106629,17.797139,18.932008,5.059898206936785e-14
Arp2,29,13.641781,0.84759581,14.673643,14.492469,2.000518893922755e-15
Arp2,29,13.641781,0.84759581,14.673643,14.492469,2.000518893922755e-15
Arp2,29,13.641781,0.84759581,14.673643,14.492469,2.000518893922755e-15
ngc1851,11.7,16.079518,0.85875282,10.027353,9.7214443,1.9521128810787124e-15
ngc6218,5.4,1.2845228,0.52970699,13.537561,11.911071,4.622401575824475e-14
ngc6218,5.4,1.2845228,0.52970699,13.537561,11.911071,4.622401575824475e-14
ngc6981,16.2,90.851923,0.86164932,14.744755,15.133637,1.935934154065559e-15
ngc6760,6.9,1.2845228,0.52970699,13.537561,11.911071,3.6175316680365464e-14
ngc6760,6.9,1.2845228,0.52970699,13.537561,11.911071,3.6175316680365464e-14
ngc4590,9.9,41.736441,0.54598767,16.559875,18.539593,1.4964785590996189e-15
am1,115.9,7.0261117,0.60771376,13.742579,13.490476,1.4909384672488056e-15
am1,115.9,7.0261117,0.60771376,13.742579,13.490476,1.4909384672488056e-15
ngc6205,6.8,2.4071725,0.73234694,12.049792,12.914907,3.459275252498818e-14
ngc4590,9.9,274.83474,0.99132104,18.041205,15.68149,1.4287414492180272e-15
pal_15,42.5,13.641781,0.84759581,14.673643,14.492469,1.3650599511472912e-15
pal_15,42.5,13.641781,0.84759581,14.673643,14.492469,1.3650599511472912e-15
pal_15,42.5,13.641781,0.84759581,14.673643,14.492469,1.3650599511472912e-15
pal_15,42.5,13.641781,0.84759581,14.673643,14.492469,1.3650599511472912e-15
pal_15,42.5,13.641781,0.84759581,14.673643,14.492469,1.3650599511472912e-15
ngc6205,6.8,79.446743,0.80039251,12.256788,13.325053,1.3277805309605842e-15
ngc7006,39.5,20.353157,0.88612627,14.264617,17.165631,1.278109222023199e-15
ngc6715,25.4,1.1963971,0.46629896,17.68542,16.576921,3.0012956948509074e-14
ngc2419,90.4,11.713801,0.33451191,16.346659,24.384685,1.1901537775206158e-15
ngc6205,6.8,1.3904869,0.55617457,12.233678,13.212265,2.723038619161937e-14
ngc2419,90.4,11.697156,0.71273983,17.791869,20.85335,1.0414614633797317e-15
am1,115.9,41.990528,0.86032825,16.29928,15.655193,1.0141575471214573e-15
am1,115.9,41.990528,0.86032825,16.29928,15.655193,1.0141575471214573e-15
IC4499,17.6,77.753091,0.78200364,16.799984,16.215854,9.485986981366844e-16
ngc7006,39.5,71.515468,0.96342639,16.706223,15.25861,9.095151960252298e-16
IC4499,17.6,39.019165,0.53426664,16.172921,16.8928,9.050183434344911e-16
IC4499,17.6,39.019165,0.53426664,16.172921,16.8928,9.050183434344911e-16
ngc6171,6,1.6631908,0.60596613,13.569262,13.63329,1.7599695360621547e-14
ngc6934,14.4,1.2845228,0.52970699,13.537561,11.911071,1.733400590934178e-14
ngc6553,4.1,57.577033,0.75236502,7.5974146,7.5883946,7.148754761709904e-16
ngc5824,32.2,16.079518,0.85875282,10.027353,9.7214443,7.093080965410228e-16
ngc6401,7.2,1.6631908,0.60596613,13.569262,13.63329,1.4666412800517955e-14
am1,115.9,11.740092,0.75208213,18.734932,17.525708,5.995687346005544e-16
am1,115.9,11.740092,0.75208213,18.734932,17.525708,5.995687346005544e-16
am1,115.9,11.740092,0.75208213,18.734932,17.525708,5.995687346005544e-16
am1,115.9,11.740092,0.75208213,18.734932,17.525708,5.995687346005544e-16
ngc6656,3.1,0.71404949,0.20772276,16.59354,13.781459,1.3557441164423871e-14
ngc6569,8.1,1.6631908,0.60596613,13.569262,13.63329,1.303681137823818e-14
ngc6569,8.1,1.6631908,0.60596613,13.569262,13.63329,1.303681137823818e-14
ngc6569,8.1,1.6631908,0.60596613,13.569262,13.63329,1.303681137823818e-14
am1,115.9,11.443377,0.70143512,13.742579,13.490476,4.2441089836943142e-16
am1,115.9,11.443377,0.70143512,13.742579,13.490476,4.2441089836943142e-16
am1,115.9,11.443377,0.70143512,13.742579,13.490476,4.2441089836943142e-16
am1,115.9,11.443377,0.70143512,13.742579,13.490476,4.2441089836943142e-16
ngc7006,39.5,38.08461,0.53284013,14.19078,16.973284,3.578005849473648e-16
ngc5053,16,50.635249,0.59754499,13.463741,17.518745,2.973758858483667e-16
ngc5053,16,50.635249,0.59754499,13.463741,17.518745,2.973758858483667e-16
ngc6205,6.8,0.71404949,0.20772276,16.59354,13.781459,6.180598177899118e-15
ngc5634,24.6,1.1071725,0.42595063,16.448345,14.797054,5.502648358792966e-15
ngc5634,24.6,1.1071725,0.42595063,16.448345,14.797054,5.502648358792966e-15
ngc5634,24.6,1.1071725,0.42595063,16.448345,14.797054,5.502648358792966e-15
ngc2419,90.4,1.6406876,0.55359469,22.537887,20.086932,5.4397745736587815e-15
ngc6402,8.4,1.1091195,0.44264292,12.827571,13.165612,4.923713762782403e-15
ngc3201,4.9,6.0786049,0.86883576,17.157712,16.946543,4.642551563657038e-15
ngc5824,32.2,0.72771104,0.28249711,12.621671,9.6390689,4.399353289024519e-15
ngc6333,8.1,1.488794,0.54274992,15.675492,13.478134,3.918714708156834e-15
ngc6333,8.1,1.488794,0.54274992,15.675492,13.478134,3.918714708156834e-15
ngc6287,8.2,1.488794,0.54274992,15.675492,13.478134,3.870925504398823e-15
ngc6287,8.2,1.488794,0.54274992,15.675492,13.478134,3.870925504398823e-15
ngc6287,8.2,1.488794,0.54274992,15.675492,13.478134,3.870925504398823e-15
ngc6287,8.2,1.488794,0.54274992,15.675492,13.478134,3.870925504398823e-15
ngc2808,8.9,107.07886,0.78449414,15.30517,14.583062,1.3412209910235095e-16
ngc7006,39.5,78.731796,0.76248853,12.205538,16.143637,1.3215090155474744e-16
ngc2808,8.9,0.80919199,0.23776118,15.315395,18.296005,2.2580139330490336e-15
ngc5634,24.6,1.1090946,0.4144001,16.448345,14.797054,2.1156179310458775e-15
ngc5634,24.6,1.1090946,0.4144001,16.448345,14.797054,2.1156179310458775e-15
ngc5634,24.6,1.1090946,0.4144001,16.448345,14.797054,2.1156179310458775e-15
ngc6144,9.8,2.1520815,0.65134024,14.346315,18.170726,1.6186518233714647e-15
ngc6496,10.9,5.0427469,0.84711213,16.567585,14.227562,1.535443853963175e-15
ngc5272,9.7,1.8359497,0.62959326,11.755989,13.180296,1.190038374430094e-15
ngc6541,7.2,0.61856515,0.11609878,9.1103123,23.81315,9.51019843921395e-16
ngc6440,7.5,0.61856515,0.11609878,9.1103123,23.81315,9.129790501645393e-16
ngc6441,9.2,168.19505,0.83447566,19.06121,16.160395,3.805290963556751e-17
ngc6752,3.8,2.7409524,0.75504244,9.0253744,10.98934,8.493537003288701e-16
ngc4833,5.7,5.7240923,0.8513526,17.769213,18.65971,8.231030259942527e-16
ngc4833,5.7,5.7240923,0.8513526,17.769213,18.65971,8.231030259942527e-16
ngc7006,39.5,2.0818919,0.64256809,16.553643,16.993071,7.9300629262824e-16
ngc7006,39.5,2.0818886,0.64256762,16.553643,16.993071,7.929653505982342e-16
ngc6316,10.9,0.61856515,0.11609878,9.1103123,23.81315,6.281965941499123e-16
ngc6316,10.9,0.61856515,0.11609878,9.1103123,23.81315,6.281965941499123e-16
ngc6553,4.1,2.5853823,0.76403846,7.5565226,7.5566075,5.816146556001092e-16
ngc5053,16,57.817799,0.53346906,16.855405,16.675542,2.4194478212859155e-17
ngc6553,4.1,356.10532,0.94444624,7.5751263,7.8400428,2.328457317472088e-17
ngc7089,11.1,1.664592,0.58758374,13.447408,11.942923,4.985669229393596e-16
ngc4590,9.9,5.7240923,0.8513526,17.769213,18.65971,4.739078028451759e-16
ngc6205,6.8,33.396735,0.27163562,13.333002,13.247363,1.869922459231645e-17
Djor2,13.2,1.664592,0.58758374,13.447408,11.942923,4.192494579262797e-16
ngc7078,10,212.91128,0.87378028,15.161613,13.88358,1.615644778798565e-17
ngc5024,18.1,50.353506,0.50804262,14.041493,13.267475,1.5799135032911598e-17
ngc5897,12.4,3.1137356,0.74488279,13.39943,18.850107,3.465775665225495e-16
ngc5897,12.4,6.1639875,0.85228406,23.671256,19.560808,3.4184870733021574e-16
ngc5897,12.4,6.1639875,0.85228406,23.671256,19.560808,3.4184870733021574e-16
ngc6266,6.6,6.4739435,0.86770315,16.588419,17.924384,2.848470125155647e-16
ngc6626,5.5,1.3796993,0.56825269,8.9802543,7.1495766,2.8393368481811844e-16
ngc5024,18.1,1.0514905,0.36470986,16.454392,14.555841,2.7581464394249196e-16
ngc5946,11.9,2.7409524,0.75504244,9.0253744,10.98934,2.7122219002098375e-16
ngc5946,11.9,2.7409524,0.75504244,9.0253744,10.98934,2.7122219002098375e-16
ngc5897,12.4,269.73786,0.8942916,13.671935,18.785367,1.0638838277211534e-17
ngc6715,25.4,3.3112497,0.75992706,18.814877,13.616112,2.0633571977044337e-16
ngc5897,12.4,32.613864,0.22168852,16.233643,18.106674,9.732088296283881e-18
ngc6205,6.8,1.5375433,0.55901696,13.167592,9.7373209,2.0976733785008197e-16
ngc6139,9.1,1.3796993,0.56825269,8.9802543,7.1495766,1.7160827104391774e-16
ngc5466,16.3,92.424864,0.65936813,18.328608,19.242581,6.497272082377679e-18
ngc5466,16.3,92.424864,0.65936813,18.328608,19.242581,6.497272082377679e-18
ngc6517,10.1,1.3796993,0.56825269,8.9802543,7.1495766,1.5461735311877736e-16
ngc6266,6.6,154.22253,0.79649168,13.385646,18.041691,5.677840169529603e-18
ngc2419,90.4,3.0196928,0.72508475,18.773643,19.631817,9.373155827867714e-17
ngc288,8.1,4.8501796,0.82155929,17.084762,16.814854,7.959534837214506e-17
ngc6779,9.7,1.5327101,0.50784425,13.975247,17.13311,6.891262338523558e-17
ngc5466,16.3,58.677753,0.43037373,18.521597,26.004447,2.843415941242693e-18
ngc2419,90.4,90.624827,0.59137028,35.530384,26.995452,2.4019650720434996e-18
pal_11,11.9,4.8501796,0.82155929,17.084762,16.814854,5.417834637095588e-17
pal_11,11.9,4.8501796,0.82155929,17.084762,16.814854,5.417834637095588e-17
ngc5139,4.9,2.0060514,0.56484074,21.359831,18.416837,3.241448610176828e-17
ngc7006,39.5,1.6983604,0.57904138,12.715308,13.246598,4.045644329463711e-17
ngc1851,11.7,0.83435478,0.27080111,12.564578,12.092682,3.960930185582587e-17
ngc6388,10.9,6.0262449,0.85386096,16.140656,17.622105,3.604134053117481e-17
ngc5272,9.7,2.8664202,0.72191206,14.091436,13.167592,2.4264534770211097e-17
ngc6441,9.2,1.0334075,0.30499292,13.665796,20.557681,2.239456780271783e-17
IC4499,17.6,1.5681902,0.50548393,14.480319,17.511274,1.9819441535146664e-17
IC4499,17.6,1.5681902,0.50548393,14.480319,17.511274,1.9819441535146664e-17
ngc6723,8.2,2.1836096,0.62270253,14.300211,17.222719,1.7196962487554353e-17
ngc5824,32.2,0.83435478,0.27080111,12.564578,12.092682,1.4392199742644804e-17
ngc6273,8.3,273.48499,0.87733611,13.926951,12.612992,4.328608012536764e-19
pal_6,6.2,0.52669658,0.1289932,7.4486439,8.2152713,1.0257126897723265e-17
ngc6273,8.3,3.9518283,0.78062606,14.84753,15.839338,9.29809945734902e-18
Rup106,20.3,198.91208,0.82273566,16.624456,15.604459,3.458938503514305e-19
Rup106,20.3,198.91208,0.82273566,16.624456,15.604459,3.458938503514305e-19
ngc6341,8,0.99967796,0.35601068,9.9200826,11.304925,7.340134390327652e-18
ngc6341,8,0.99967796,0.35601068,9.9200826,11.304925,7.340134390327652e-18
ngc362,8,0.99967796,0.35601068,9.9200826,11.304925,7.340134390327652e-18
ngc6341,8,0.99967796,0.35601068,9.9200826,11.304925,7.340134390327652e-18
ngc5286,11.3,0.99967796,0.35601068,9.9200826,11.304925,5.1965553205859484e-18
ngc6539,7.5,1.5068572,0.45798318,17.078912,17.415366,4.513880975673686e-18
ngc5139,4.9,0.97914967,0.22302614,24.103199,19.292028,4.307599457354135e-18
ngc5139,4.9,0.97914352,0.22302427,24.103199,19.292028,4.3067029285741305e-18
ngc5139,4.9,0.97914095,0.22302349,24.103199,19.292028,4.306329064764871e-18
ngc5139,4.9,0.97913645,0.22302213,24.103199,19.292028,4.305677419914324e-18
ngc5139,4.9,0.97913537,0.2230218,24.103199,19.292028,4.30551922276201e-18
ngc6539,7.5,1.2613406,0.39643453,14.956944,16.339658,4.266280246260392e-18
ngc6539,7.5,1.2613406,0.39643453,14.956944,16.339658,4.266280246260392e-18
ngc6356,13.8,0.99967796,0.35601068,9.9200826,11.304925,4.2551503712044355e-18
ngc6101,14.7,36.346887,0.16154069,18.769479,18.053933,1.7634369478734716e-19
ngc4372,4.6,2.7847675,0.68953751,15.621963,14.345676,4.031252513304328e-18
ngc6402,8.4,1.5068572,0.45798318,17.078912,17.415366,4.03025087113722e-18
ngc6809,5.1,231.9222,0.82768237,17.920538,15.455821,1.6782226710038535e-19
ngc6809,5.1,231.9222,0.82768237,17.920538,15.455821,1.6782226710038535e-19
ngc5139,4.9,3.0151608,0.64617637,36.658579,18.997416,3.891227798561269e-18
ngc6864,17.7,0.99967796,0.35601068,9.9200826,11.304925,3.317574865684815e-18
IC4499,17.6,4.850342,0.80477979,20.328683,17.117256,3.15237672289018e-18
IC4499,17.6,4.850342,0.80477979,20.328683,17.117256,3.15237672289018e-18
Rup106,20.3,5.2318586,0.82908597,15.763181,15.490385,2.2815198766654936e-18
Rup106,20.3,5.2318586,0.82908597,15.763181,15.490385,2.2815198766654936e-18
Rup106,20.3,5.2318586,0.82908597,15.763181,15.490385,2.2815198766654936e-18
Rup106,20.3,5.2318586,0.82908597,15.763181,15.490385,2.2815198766654936e-18
ngc6171,6,2.0184312,0.61045007,11.798701,12.68338,2.1475968745501542e-18
ngc6171,6,2.0184312,0.61045007,11.798701,12.68338,2.1475968745501542e-18
ngc7089,11.1,4.5176959,0.80970554,14.711509,12.725943,2.144504936245036e-18
ngc6715,25.4,1.4320395,0.43183692,17.118615,18.373229,1.9319011737172016e-18
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
